level_0,Date,1_Day_returns,5_Day_returns,10_Day_returns,1_Day_binary,5_Day_binary,10_Day_binary
AMZN,2016-04-13,0.5898069025515016,-0.28976821848180223,1.3747752323907352,1,0,1
AMZN,2016-04-14,-0.5006339072007449,-1.5452677037483606,-2.143451748092219,0,0,0
AMZN,2016-04-15,-0.14149769950340263,0.5448775152392087,0.011430009875376346,0,1,1
AMZN,2016-04-18,0.8253396670492081,5.757078833631964,-2.703574589403348,1,1,0
AMZN,2016-04-19,-1.7757987733822578,-1.9651563492624877,-0.013389196764515998,0,0,0
AMZN,2016-04-20,-1.6913276981581806,-0.580301660391883,-0.7019169005598975,0,0,0
AMZN,2016-04-21,-1.387819584500755,-1.325947712569081,-0.8222712392254264,0,0,0
AMZN,2016-04-22,4.293048056289327,-3.0096124442156515,-4.104605079413669,1,0,0
AMZN,2016-04-25,-1.5520444653139478,-0.39222521304831903,3.1067821485263805,0,0,1
AMZN,2016-04-26,-2.6202020673428477,0.2692955958216936,-2.22506870339822,0,1,0
AMZN,2016-04-27,0.1229351776630716,-3.061738129686308,-1.8653080697360882,1,0,0
AMZN,2016-04-28,-0.5492060332486711,1.3965244330819688,-1.7811416570789815,0,1,0
AMZN,2016-04-29,-13.697400723482774,-6.748980690681981,10.55322313755,0,0,1
AMZN,2016-05-02,-0.6155277417891096,3.0038868740406537,1.43346149184869,0,1,1
AMZN,2016-05-03,-1.4981651435870853,0.23107908557608092,0.5626032614299177,0,1,1
AMZN,2016-05-04,-0.9658561183230585,-0.9625679028772229,-1.0771751819121507,0,0,0
AMZN,2016-05-05,27.137789234751178,1.3364475506311364,4.599353641702038,1,1,1
AMZN,2016-05-06,-2.280800950115366,-0.7643199338264045,-2.3549201496106518,0,0,0
AMZN,2016-05-09,-0.6182968422657524,-0.7660173821328531,-0.06316006756806014,0,0,0
AMZN,2016-05-10,2.9863926389856656,-2.8723642099883993,-3.3050284194978996,1,0,0
AMZN,2016-05-11,-0.5787746282363446,-24.09893520284645,-1.8646415859456817,0,0,0
AMZN,2016-05-12,-0.5439889074825641,-1.3743496189398696,-1.8746482502517576,0,0,0
AMZN,2016-05-13,-2.6930958802748437,-1.4948542531549975,-1.116627283129855,0,0,0
AMZN,2016-05-16,-1.0934255447805228,-0.8788796287083576,-0.9716599384481407,0,0,0
AMZN,2016-05-17,-21.77585321188973,-1.6312421486823327,0.18191520702897557,0,0,1
AMZN,2016-05-18,-1.1447858353181362,-0.7830260760354502,-6.011866610364469,0,0,0
AMZN,2016-05-19,-0.510703473762399,-0.7671885859313031,-1.087152864141469,0,0,0
AMZN,2016-05-20,2.9938157633450926,-1.549174979531157,-0.7282384256526984,1,0,0
AMZN,2016-05-23,-2.4049506257571993,-9.258594937338266,-2.0002840851576895,0,0,0
AMZN,2016-05-24,-2.242101979389703,-1.4937470925514202,-0.6883260243921869,0,0,0
AMZN,2016-05-25,-0.4488520084942792,0.8795189306575586,-0.592193402449575,0,1,0
AMZN,2016-05-26,0.5714752968229697,5.0364572627380735,0.40535615130330616,1,1,1
AMZN,2016-05-27,-1.4032750293615865,-1.6095304901675591,-0.6652611055386147,0,0,0
AMZN,2016-05-31,-4.966143986595065,-2.720690851268529,13.21048875301054,0,0,1
AMZN,2016-06-01,-1.3128988140794857,-1.4334604852846968,-0.7859801456547533,0,0,0
AMZN,2016-06-02,-3.6391128906691623,1.0755789224329964,2.901089876786633,0,1,1
AMZN,2016-06-03,-1.3031124088446489,-1.4003459222030137,-3.416671049689953,0,0,0
AMZN,2016-06-06,-1.4423798134174928,-1.4391666765160074,-0.7323145203979402,0,0,0
AMZN,2016-06-07,-3.508477373787204,-1.277760886918149,-0.5220593830397087,0,0,0
AMZN,2016-06-08,-1.973917996225957,-1.8645489028556979,-0.625252213015817,0,0,0
AMZN,2016-06-09,-0.6531136751636273,-0.8863632576638698,-0.764137972793179,0,0,0
AMZN,2016-06-10,-10.630136249501941,2.610334911123181,-2.4453828594553446,0,1,0
AMZN,2016-06-13,-0.722156782007459,-3.267524510189628,-0.004178796941433749,0,0,0
AMZN,2016-06-14,-2.526284482465571,-2.379676575789742,-0.6167798106484466,0,0,0
AMZN,2016-06-15,-2.234367863088162,-2.7486363669321285,0.5117816525247454,0,0,1
AMZN,2016-06-16,-1.6493942448820564,2.2735634465061043,-0.6280029141084116,0,1,0
AMZN,2016-06-17,-4.406038924311602,0.15781171014897022,3.1800880376580603,0,1,1
AMZN,2016-06-20,-1.6960388953935364,-3.90049182999106,5.576936316109497,0,0,1
AMZN,2016-06-21,-0.7650023348349914,-0.5534195520503448,-1.6161365832418293,0,0,0
AMZN,2016-06-22,-3.8767069452514997,0.040760307074312996,-2.8199113222095935,0,1,0
AMZN,2016-06-23,-3.2153837164480166,2.550514121720668,10.622833245168502,0,1,1
AMZN,2016-06-24,-2.981910970516135,1.0659784122205433,1.3920139985839217,0,1,1
AMZN,2016-06-27,-0.6604052739127814,-2.007982998713692,1.9236464525389523,0,0,1
AMZN,2016-06-28,-3.206883972862279,8.46605798494604,3.2273564152346133,0,1,1
AMZN,2016-06-29,-0.5496875924983777,-2.4817927032113225,-2.5421910288146927,0,0,0
AMZN,2016-06-30,-0.9974110311520616,-0.9982683292653846,-0.9938516786025776,0,0,0
AMZN,2016-07-01,501.4950886041364,-1.4390490048082984,-1.907065765840858,1,0,0
AMZN,2016-07-05,-0.762779760075491,-1.306692955627621,-0.6908587149021053,0,0,0
AMZN,2016-07-06,2.9167224467966655,-0.455689017477821,4.152479322397897,1,0,1
AMZN,2016-07-07,-1.1079462177201593,-1.1304789982421288,-0.8066571724824904,0,0,0
AMZN,2016-07-08,-9.897338327721336,447.40855962667064,-0.2235040201434474,0,1,0
AMZN,2016-07-11,-0.14812795137325496,-0.23981999630673512,-1.3337562740966966,0,0,0
AMZN,2016-07-12,-1.6914794678956695,-3.215868530552136,-0.32040873108273205,0,0,0
AMZN,2016-07-13,0.009254904930340535,-1.5709815320127096,-1.310791518691857,1,0,0
AMZN,2016-07-14,-0.7418041171177514,0.3657271545138008,-1.1781987109930339,0,1,0
AMZN,2016-07-15,3.035770682728878,-1.6194843230385652,-278.7820730050261,1,0,0
AMZN,2016-07-18,-1.1102322989537714,-0.9198386879761535,-0.9390629735296555,0,0,0
AMZN,2016-07-19,5.153418931951336,-1.713348924905488,0.58068743400127,1,0,1
AMZN,2016-07-20,0.4793030657680988,-2.045582485078832,-0.4029917108240323,1,0,0
AMZN,2016-07-21,-1.221838148286598,-0.10165073206620623,0.2268999894547763,0,0,1
AMZN,2016-07-22,-1.3339109466482533,-1.0743274774655203,-0.953955292939108,0,0,0
AMZN,2016-07-25,-13.202461986467426,-9.22788082015227,-1.6595577217192474,0,0,0
AMZN,2016-07-26,-0.2288583788191032,-2.031111553544654,-0.26445768182129337,0,0,0
AMZN,2016-07-27,-1.2701167077685893,-0.8117218407568019,-1.1968603456275713,0,0,0
AMZN,2016-07-28,13.738224185190644,-13.508604771242217,-12.237095939118605,1,0,0
AMZN,2016-07-29,-0.6192787138444569,13.262162245119113,-2.060070542883686,0,1,0
AMZN,2016-08-01,0.4285501462463348,-2.6696805926254012,12.737932923843013,1,0,1
AMZN,2016-08-02,-1.7924633245371595,0.7158464761905372,-2.769229125708945,0,1,0
AMZN,2016-08-03,-0.16257777641866122,-6.319507938941252,-2.001547162823438,0,0,0
AMZN,2016-08-04,-2.040110014717434,-0.6245902212410863,-5.695852549754733,0,0,0
AMZN,2016-08-05,-0.15693688861093735,-0.16869860542269188,10.85615536405535,0,0,1
AMZN,2016-08-08,-0.8894287311607548,-0.9356564064427341,-1.1074332494223438,0,0,0
AMZN,2016-08-09,2.0148695518375557,-1.2447905600993094,-1.4200230199511081,1,0,0
AMZN,2016-08-10,-0.8574682466350901,-1.04166408145812,-0.7783675879148354,0,0,0
AMZN,2016-08-11,9.716483671941896,-0.5707257479164846,-0.8388462479984293,1,0,0
AMZN,2016-08-12,-0.5091701465780772,-0.750077289135805,-0.7922389019220533,0,0,0
AMZN,2016-08-15,-4.078053564977939,-7.957281934269048,-1.4476565210419163,0,0,0
AMZN,2016-08-16,0.0991577173373892,-3.5364779464779508,-0.3790941428021162,1,0,0
AMZN,2016-08-17,-1.1333621869357322,1.3732974447491366,-1.0988812580623761,0,1,0
AMZN,2016-08-18,-1.2878712066143403,-1.0637526281930931,-1.0273673617859485,0,0,0
AMZN,2016-08-19,41.07254873022861,-6.464695225105586,-2.365751444705011,1,0,0
AMZN,2016-08-22,-1.3063584596418698,-1.54390073994298,2.784070792040862,0,0,1
AMZN,2016-08-23,0.3647783872415167,-1.67533890994007,0.7129822514614461,1,0,1
AMZN,2016-08-24,-2.744007015853486,-9.831557310783392,-21.95991239883778,0,0,0
AMZN,2016-08-25,-1.3814411104679358,-12.702174272328286,-0.253955634565475,0,0,0
AMZN,2016-08-26,3.9516740262567867,-2.3772722153479937,6.526372898882774,1,0,1
AMZN,2016-08-29,-0.7688294836571625,0.039255549002394696,-1.5652518620922504,0,1,0
AMZN,2016-08-30,-2.6152757503916293,-2.2300050341187303,-0.16932974103745824,0,0,0
AMZN,2016-08-31,-1.427927009710693,-1.3018063410266385,1.665419997534595,0,0,1
AMZN,2016-09-01,-0.07780796143585844,-0.27033715757196475,-9.538641742135281,0,0,0
AMZN,2016-09-02,0.24419985436898806,-0.8166586900766347,-1.2525108920829564,1,0,0
AMZN,2016-09-06,8.006161923193153,6.142785985438353,6.4231799707033455,1,1,1
AMZN,2016-09-07,-1.2616302271271103,0.15693479533602006,-2.4230356224104277,0,1,0
AMZN,2016-09-08,-0.9037968656213894,-1.2600928454089593,-0.9215023299999149,0,0,0
AMZN,2016-09-09,55.985165600822114,-17.071960337345388,-12.727112263138082,1,0,0
AMZN,2016-09-12,-1.4894290737018365,5.3222034891404135,0.15912106930107384,0,1,1
AMZN,2016-09-13,-1.9097642046018795,-1.6386421294310658,-5.5616840518107225,0,0,0
AMZN,2016-09-14,-1.0077403786358863,-1.018894345461939,-1.0218595257000165,0,0,0
AMZN,2016-09-15,106.46543576554295,-22.10626729250766,4.489589116070369,1,0,1
AMZN,2016-09-16,0.01527691472569992,-1.3760400748542174,5.043701168309375,1,0,1
AMZN,2016-09-19,-1.3829271884139493,-1.2942121266024744,-2.8600689333535856,0,0,0
AMZN,2016-09-20,-2.503660952432197,-1.4862746679484657,-0.6894445105730076,0,0,0
AMZN,2016-09-21,0.8471788757458332,115.04552395928961,-3.1926042189985435,1,1,0
AMZN,2016-09-22,0.5524846842327029,0.676435751990142,-36.383301080220015,1,1,0
AMZN,2016-09-23,-0.9311185721996054,-0.886262273338592,-1.0427699432475044,0,0,0
AMZN,2016-09-26,-7.268110270544424,0.8617654588267811,-1.5477539748764588,0,1,0
AMZN,2016-09-27,-3.593280064376576,2.2108829062235746,-2.561371019045273,0,1,0
AMZN,2016-09-28,-0.27149992843118786,0.26632480356753896,145.95132533263953,0,1,1
AMZN,2016-09-29,-0.9742271328509488,-0.9789776857309063,-0.9647574407697187,0,0,0
AMZN,2016-09-30,24.019073211419713,6.635713087946707,-0.13153135193818188,1,1,0
AMZN,2016-10-03,-1.0683273088416525,-0.9167647498420497,-0.8450354862991216,0,0,0
AMZN,2016-10-04,3.757495057664981,-1.1526990072108365,-1.490298632050585,1,0,0
AMZN,2016-10-05,-4.824232439321769,-0.1984125745240226,0.01507003910807625,0,0,1
AMZN,2016-10-06,-1.2581792279192072,-9.029887455759889,-1.168806817640438,0,0,0
AMZN,2016-10-07,-0.1714355391174689,-1.2659282905688236,-3.0305521287516606,0,0,0
AMZN,2016-10-10,-2.025159780980518,-4.989897930091887,-1.3321001523158866,0,0,0
AMZN,2016-10-11,-5.684593576822058,2.928758724692781,-1.5999175568314996,0,1,0
AMZN,2016-10-12,-1.2922357656226091,-0.6997766657560383,-0.7593447504355688,0,0,0
AMZN,2016-10-13,-2.550853224717465,0.8034073840881557,-15.481158331114237,0,1,0
AMZN,2016-10-14,0.3215525809884523,1.8764179439663722,-1.7649209068004674,1,1,0
AMZN,2016-10-17,0.5960238908299367,-5.478162178964277,16.867410008465345,1,0,1
AMZN,2016-10-18,-1.475312659245549,-1.454367521730734,-2.7851003652166577,0,0,0
AMZN,2016-10-19,-0.9915429526403056,-0.9868510014789015,-0.9960523638220269,0,0,0
AMZN,2016-10-20,-185.34213184883075,0.5629553979861741,1.8186453057287086,0,1,1
AMZN,2016-10-21,-2.1870886895174277,-2.403929515828935,-5.038288051394368,0,0,0
AMZN,2016-10-24,1.1796859598661413,-2.917343137453115,7.586173522239244,1,0,1
AMZN,2016-10-25,-1.1488852968708652,-1.6005819467887359,-0.7271150692413826,0,0,0
AMZN,2016-10-26,3.341472473281236,-309.3120951124927,-5.053995282670958,1,0,0
AMZN,2016-10-27,-0.6588725092816541,-0.4294644945839724,-0.10827845206724962,0,0,0
AMZN,2016-10-28,8.989802579416054,-5.8012731601127765,5.74064910303959,1,0,1
AMZN,2016-10-31,-1.338512644112909,-0.25434594594630056,-2.4296746834539547,0,0,0
AMZN,2016-11-01,-1.3210856045894284,0.6080753962431169,-1.9657810520587593,0,1,0
AMZN,2016-11-02,3.5263667589243832,0.6765599837830623,-517.9037211819228,1,1,0
AMZN,2016-11-03,-1.0759773100895076,-1.373410297432516,-1.2130438327732098,0,0,0
AMZN,2016-11-04,-9.133893405917071,-0.6959620040694121,-2.459769469516009,0,0,0
AMZN,2016-11-07,-3.5337222402661568,1.2756840714001125,0.6968730535849224,0,1,1
AMZN,2016-11-08,-0.9092149466799568,-1.643436195234628,-2.034693914609088,0,0,0
AMZN,2016-11-09,-6.607497247427301,-0.20287796242771317,0.3364229103853147,0,0,1
AMZN,2016-11-10,0.8970721297002229,-20.903284278776727,6.432091302421938,1,0,1
AMZN,2016-11-11,-0.881223429802691,-0.7093588857981127,-0.9116340581030251,0,0,0
AMZN,2016-11-14,4.943905290596579,-1.681820299366363,-2.551607594825288,1,0,0
AMZN,2016-11-15,-2.245748240701001,8.355906146968739,-7.019928654177834,0,1,0
AMZN,2016-11-16,-0.8699084395029434,-1.2170530589349071,-1.173017776599491,0,0,0
AMZN,2016-11-17,2.0359657775990523,-1.3473593062345492,5.913591018864895,1,0,1
AMZN,2016-11-18,-0.6255625964226498,-2.0950334440440086,-1.3182617402652808,0,0,0
AMZN,2016-11-21,4.250575032543858,-1.9673026369033737,-0.34047342652866963,1,0,0
AMZN,2016-11-22,-0.7381836639565753,-0.7967040016876333,0.902018280264818,0,0,1
AMZN,2016-11-23,-1.9708527353604266,-2.5171658737528593,-0.6706945061902907,0,0,0
AMZN,2016-11-25,-1.048304906064448,-0.975860546401226,-1.0083850638549512,0,0,0
AMZN,2016-11-28,-55.38247474445388,-4.505961779293925,2.839145401866887,0,0,1
AMZN,2016-11-29,-0.6819567079581828,-1.2123667634779416,-0.794577069697152,0,0,0
AMZN,2016-11-30,1.8274393138183935,-3.293417382123602,-1.4662425762457523,1,0,0
AMZN,2016-12-01,-0.41170288687113354,0.38971728251039695,-3.1084316351893357,0,1,0
AMZN,2016-12-02,-0.5172244569022947,-14.88930380945333,-1.3352802048275736,0,0,0
AMZN,2016-12-05,-6.77190610611593,-2.4741469167079178,4.1683027470419445,0,0,1
AMZN,2016-12-06,-0.725250089205726,-2.2734798815058834,-0.729555199210323,0,0,0
AMZN,2016-12-07,0.055984294745211605,-1.4756157799645637,0.09078549698300487,1,0,1
AMZN,2016-12-08,-1.5380873507443904,-0.5649768980639225,-0.3954408769481509,0,0,0
AMZN,2016-12-09,-1.4321444767688771,-1.389400071019119,4.408495889807245,0,0,1
AMZN,2016-12-12,-7.410138063424004,-1.4324582159253736,-0.3624930543886036,0,0,0
AMZN,2016-12-13,-2.683821001394108,1.6503456328537869,-4.375161842476277,0,1,0
AMZN,2016-12-14,-1.381057484630647,-1.9563911558938112,-0.5451252744383543,0,0,0
AMZN,2016-12-15,0.4268344219559934,1.5360414441925934,0.10323661569111175,1,1,1
AMZN,2016-12-16,-0.5827150166177495,-3.4488384528459153,-0.04642213254745131,0,0,0
AMZN,2016-12-19,-3.5588577658008,-1.9775498172202006,-0.5772505500667771,0,0,0
AMZN,2016-12-20,-0.3725517531425865,-0.635732112544759,-0.03456419529412735,0,0,0
AMZN,2016-12-21,-1.1179697628047955,-0.8872280482244002,-1.107854097311067,0,0,0
AMZN,2016-12-22,5.876467254771034,-0.45650832240333483,0.37831741895890203,1,0,1
AMZN,2016-12-23,0.3572846997244239,0.7677917198227424,-5.329036340124544,1,1,0
AMZN,2016-12-27,-2.8942122224012525,0.30862009100377885,-2.2792413307714265,0,1,0
AMZN,2016-12-28,-0.9334180327666458,-0.8611351606183978,-0.9494159983166524,0,0,0
AMZN,2016-12-29,-10.552833006541658,10.24485282968418,0.26810400103286236,0,1,1
AMZN,2016-12-30,1.209092048840473,2.6124530309079104,0.9633381580072977,1,1,1
AMZN,2017-01-03,-1.2537573525605956,-1.6753826353150596,-2.193935830422025,0,0,0
AMZN,2017-01-04,-0.08096747611158384,-0.6723183386826833,-0.5711891945466636,0,0,0
AMZN,2017-01-05,5.598884268247625,31.47626121171239,3.5098107968793997,1,1,1
AMZN,2017-01-06,-0.3521004314725801,-3.202629901731077,-25.768249083227687,0,0,0
AMZN,2017-01-09,-0.9413231740501243,-1.0585051815490008,-1.2113472204105056,0,0,0
AMZN,2017-01-10,-2.095458327389638,-1.2525640643574703,-0.8294226166283695,0,0,0
AMZN,2017-01-11,-4.062863295267061,-0.1582787525832049,-0.7241833832803803,0,0,0
AMZN,2017-01-12,3.667605796576451,-0.40462314327153404,18.335614318521923,1,0,1
AMZN,2017-01-13,-0.7649034919050017,-0.7839618564099805,-1.4758520749858488,0,0,0
AMZN,2017-01-17,-3.110932050856709,-8.772094589801558,-0.5452921950076528,0,0,0
AMZN,2017-01-18,-0.6953499351692702,1.1614415276715766,-1.5459024570997526,0,1,0
AMZN,2017-01-19,-1.6983624511291036,-0.5071704291962724,-0.5851748788992027,0,0,0
AMZN,2017-01-20,-1.4542263422535824,-1.0479595285156198,-1.028553993337809,0,0,0
AMZN,2017-01-23,-14.46324156402008,1.74649216585295,-0.40665293110459677,0,1,0
AMZN,2017-01-24,-0.5280881213290322,-1.6139952620534355,3.772029254369296,0,0,1
AMZN,2017-01-25,2.070604888552088,-7.188532584940146,-14.37615132443836,1,0,0
AMZN,2017-01-26,-0.8163540903954918,0.6273765776510394,-0.19798069970019927,0,1,0
AMZN,2017-01-27,-2.2811426821571024,3.5900059059268603,-1.220134519132162,0,1,0
AMZN,2017-01-30,0.6011257464529374,-1.5458697741850584,-2.4992270583751823,1,0,0
AMZN,2017-01-31,0.28845895148417267,-2.490385872197482,-0.08491013583936924,1,0,0
AMZN,2017-02-01,-2.296273345163132,-0.37082511418514286,-4.8936692824912384,0,0,0
AMZN,2017-02-02,-0.15230547418063878,1.904219906867902,3.7262594527847064,0,1,1
AMZN,2017-02-03,-4.879036047743359,7.793379430889173,39.36166352083708,0,1,1
AMZN,2017-02-06,-0.9107899513060006,-0.5100585891193812,-1.2674442073213124,0,0,0
AMZN,2017-02-07,-2.9044511027589763,-1.7241747664247145,0.07929984088130548,0,0,1
AMZN,2017-02-08,0.4746742141110427,-0.17615998312298942,-0.48166055145169695,1,0,0
AMZN,2017-02-09,-0.7731698178057351,-0.7795529221490338,-0.35977320809436597,0,0,0
AMZN,2017-02-10,2.689647195014292,-1.2096840381040275,-2.8438313076497375,1,0,0
AMZN,2017-02-13,0.47591625670142856,-4.469071983920489,-2.6996420222484314,1,0,0
AMZN,2017-02-14,-1.015269728710992,-1.0278147272968199,-0.9798572763566583,0,0,0
AMZN,2017-02-15,-46.07424005233244,-0.14982734276479615,-0.2995937437149767,0,0,0
AMZN,2017-02-16,-0.7734991290706785,-0.1510616204542381,-0.8128540149536023,0,0,0
AMZN,2017-02-17,-0.35527455216896087,-0.8516573135574612,-1.0311050935164712,0,0,0
AMZN,2017-02-21,11.212442985549602,0.2274589376443541,-5.258143411994835,1,1,0
AMZN,2017-02-22,-1.0720315069369135,4.790261153628696,-1.1610545349655517,0,1,0
AMZN,2017-02-23,3.1243736265997955,-1.5298192574167588,-1.4504378459323883,1,0,0
AMZN,2017-02-24,1.040332939440642,-5.7726424998812345,-5.05167939000041,1,0,0
AMZN,2017-02-27,-1.493233841731044,2.651211230058638,-0.45836951736393505,0,1,0
AMZN,2017-02-28,-2.054584572776273,-1.3152940848709338,-1.3870105424612253,0,0,0
AMZN,2017-03-01,-3.2428358544963447,-10.817271751352923,-57.84456725647518,0,0,0
AMZN,2017-03-02,-1.5137714409932777,0.22293330114066623,-1.647933613480573,0,1,0
AMZN,2017-03-03,-1.2337617476922784,-1.1401119495057028,-0.331295755047869,0,0,0
AMZN,2017-03-06,-4.367196230811999,-1.9565126890149271,-4.492429871824887,0,0,0
AMZN,2017-03-07,-0.818886538874179,-0.8357293211086907,-1.0517935733721624,0,0,0
AMZN,2017-03-08,-8.598922506579132,-0.4434366846348997,-6.463933313773127,0,0,0
AMZN,2017-03-09,-0.4449013002449518,-1.6013327095278704,-1.73538979554678,0,0,0
AMZN,2017-03-10,-1.2153581769077795,-1.553991049936076,-0.9223792339847452,0,0,0
AMZN,2017-03-13,-4.947112650071004,-1.6494023310015078,-0.3788384301211859,0,0,0
AMZN,2017-03-14,-1.964722277268276,2.459118343455826,-0.43176828135513046,0,1,0
AMZN,2017-03-15,-1.214080084669884,-0.9025482432267173,-0.9457619271621085,0,0,0
AMZN,2017-03-16,0.022363649256677,-0.8205163627204097,-1.1079293819212535,1,0,0
AMZN,2017-03-17,-3.4652665726507377,1.0546004692109756,-2.138230271137343,0,1,0
AMZN,2017-03-20,-5.203696869964656,1.1881608981427783,-2.4209967878602736,0,1,0
AMZN,2017-03-21,-3.9388755526233634,5.665889987497299,22.058102331210435,0,1,1
AMZN,2017-03-22,-1.358704916130466,10.169126322923672,0.08845098179162614,0,1,1
AMZN,2017-03-23,-1.1391147887274036,-2.519802322601076,-1.2727796488064105,0,0,0
AMZN,2017-03-24,1.6050867499234371,0.6059995040835866,2.299687334642731,1,1,1
AMZN,2017-03-27,-1.6850516353555136,-0.7382797521597091,-0.42731398742363835,0,0,0
